timestamp,host,process,pid,message,raw,user,source_ip,template
2026-07-14 08:21:00,server1,systemd,1,Reloading system manager configuration.,Jul 14 08:21:00 server1 systemd[1]: Reloading system manager configuration.,unknown,,Reloading system manager configuration.
2026-07-14 08:27:06,server1,sshd,1866,Accepted password for alice from 10.0.0.192 port 62104 ssh2,Jul 14 08:27:06 server1 sshd[1866]: Accepted password for alice from 10.0.0.192 port 62104 ssh2,alice,10.0.0.192,Accepted password for alice from <IP> port <PORT> ssh2
2026-07-14 08:27:07,server1,sshd,1866,pam_unix(sshd:session): session opened for user alice by (uid=0),Jul 14 08:27:07 server1 sshd[1866]: pam_unix(sshd:session): session opened for user alice by (uid=0),alice,,pam_unix(sshd:session): session opened for user alice by (uid=<NUM>)
2026-07-14 08:38:00,server1,CRON,2731,(root) CMD (/usr/local/bin/backup-nightly.sh),Jul 14 08:38:00 server1 CRON[2731]: (root) CMD (/usr/local/bin/backup-nightly.sh),unknown,,(root) CMD (/usr/local/bin/backup-nightly.sh)
2026-07-14 08:42:23,server1,sshd,1959,pam_unix(sshd:session): session closed for user dave,Jul 14 08:42:23 server1 sshd[1959]: pam_unix(sshd:session): session closed for user dave,dave,,pam_unix(sshd:session): session closed for user dave
2026-07-14 08:47:33,server1,sshd,1894,Accepted password for alice from 10.0.0.57 port 56163 ssh2,Jul 14 08:47:33 server1 sshd[1894]: Accepted password for alice from 10.0.0.57 port 56163 ssh2,alice,10.0.0.57,Accepted password for alice from <IP> port <PORT> ssh2
2026-07-14 08:47:34,server1,sshd,1894,pam_unix(sshd:session): session opened for user alice by (uid=0),Jul 14 08:47:34 server1 sshd[1894]: pam_unix(sshd:session): session opened for user alice by (uid=0),alice,,pam_unix(sshd:session): session opened for user alice by (uid=<NUM>)
2026-07-14 08:53:46,server1,sshd,2635,Accepted password for alice from 10.0.0.38 port 55707 ssh2,Jul 14 08:53:46 server1 sshd[2635]: Accepted password for alice from 10.0.0.38 port 55707 ssh2,alice,10.0.0.38,Accepted password for alice from <IP> port <PORT> ssh2
2026-07-14 08:53:47,server1,sshd,2635,pam_unix(sshd:session): session opened for user alice by (uid=0),Jul 14 08:53:47 server1 sshd[2635]: pam_unix(sshd:session): session opened for user alice by (uid=0),alice,,pam_unix(sshd:session): session opened for user alice by (uid=<NUM>)
2026-07-14 09:26:00,server1,sshd,1292,Failed password for bob from 10.0.1.126 port 57886 ssh2,Jul 14 09:26:00 server1 sshd[1292]: Failed password for bob from 10.0.1.126 port 57886 ssh2,bob,10.0.1.126,Failed password for bob from <IP> port <PORT> ssh2
2026-07-14 09:30:00,server1,systemd,1,Starting Cleanup of Temporary Directories...,Jul 14 09:30:00 server1 systemd[1]: Starting Cleanup of Temporary Directories...,unknown,,Starting Cleanup of Temporary Directories...
2026-07-14 09:37:16,server1,sshd,1381,Accepted password for carol from 10.0.2.11 port 51776 ssh2,Jul 14 09:37:16 server1 sshd[1381]: Accepted password for carol from 10.0.2.11 port 51776 ssh2,carol,10.0.2.11,Accepted password for carol from <IP> port <PORT> ssh2
2026-07-14 09:37:17,server1,sshd,1381,pam_unix(sshd:session): session opened for user carol by (uid=0),Jul 14 09:37:17 server1 sshd[1381]: pam_unix(sshd:session): session opened for user carol by (uid=0),carol,,pam_unix(sshd:session): session opened for user carol by (uid=<NUM>)
2026-07-14 09:59:00,server1,sshd,2946,Failed password for alice from 10.0.0.148 port 57096 ssh2,Jul 14 09:59:00 server1 sshd[2946]: Failed password for alice from 10.0.0.148 port 57096 ssh2,alice,10.0.0.148,Failed password for alice from <IP> port <PORT> ssh2
2026-07-14 10:32:47,server1,sshd,2630,Accepted password for carol from 10.0.2.134 port 59142 ssh2,Jul 14 10:32:47 server1 sshd[2630]: Accepted password for carol from 10.0.2.134 port 59142 ssh2,carol,10.0.2.134,Accepted password for carol from <IP> port <PORT> ssh2
2026-07-14 10:32:48,server1,sshd,2630,pam_unix(sshd:session): session opened for user carol by (uid=0),Jul 14 10:32:48 server1 sshd[2630]: pam_unix(sshd:session): session opened for user carol by (uid=0),carol,,pam_unix(sshd:session): session opened for user carol by (uid=<NUM>)
2026-07-14 10:57:41,server1,sshd,2939,Accepted password for alice from 10.0.0.115 port 63259 ssh2,Jul 14 10:57:41 server1 sshd[2939]: Accepted password for alice from 10.0.0.115 port 63259 ssh2,alice,10.0.0.115,Accepted password for alice from <IP> port <PORT> ssh2
2026-07-14 10:57:42,server1,sshd,2939,pam_unix(sshd:session): session opened for user alice by (uid=0),Jul 14 10:57:42 server1 sshd[2939]: pam_unix(sshd:session): session opened for user alice by (uid=0),alice,,pam_unix(sshd:session): session opened for user alice by (uid=<NUM>)
2026-07-14 11:07:00,server1,sshd,1341,Failed password for bob from 10.0.1.229 port 51753 ssh2,Jul 14 11:07:00 server1 sshd[1341]: Failed password for bob from 10.0.1.229 port 51753 ssh2,bob,10.0.1.229,Failed password for bob from <IP> port <PORT> ssh2
2026-07-14 11:10:33,server1,sshd,1894,pam_unix(sshd:session): session closed for user alice,Jul 14 11:10:33 server1 sshd[1894]: pam_unix(sshd:session): session closed for user alice,alice,,pam_unix(sshd:session): session closed for user alice
2026-07-14 11:19:59,server1,sshd,2776,pam_unix(sshd:session): session closed for user dave,Jul 14 11:19:59 server1 sshd[2776]: pam_unix(sshd:session): session closed for user dave,dave,,pam_unix(sshd:session): session closed for user dave
2026-07-14 11:26:46,server1,sshd,2635,pam_unix(sshd:session): session closed for user alice,Jul 14 11:26:46 server1 sshd[2635]: pam_unix(sshd:session): session closed for user alice,alice,,pam_unix(sshd:session): session closed for user alice
2026-07-14 11:41:13,server1,sshd,2200,Accepted password for admin from 10.0.10.198 port 59373 ssh2,Jul 14 11:41:13 server1 sshd[2200]: Accepted password for admin from 10.0.10.198 port 59373 ssh2,admin,10.0.10.198,Accepted password for admin from <IP> port <PORT> ssh2
2026-07-14 11:41:14,server1,sshd,2200,pam_unix(sshd:session): session opened for user admin by (uid=0),Jul 14 11:41:14 server1 sshd[2200]: pam_unix(sshd:session): session opened for user admin by (uid=0),admin,,pam_unix(sshd:session): session opened for user admin by (uid=<NUM>)
2026-07-14 12:01:37,server1,sshd,1265,Accepted password for alice from 10.0.0.143 port 53770 ssh2,Jul 14 12:01:37 server1 sshd[1265]: Accepted password for alice from 10.0.0.143 port 53770 ssh2,alice,10.0.0.143,Accepted password for alice from <IP> port <PORT> ssh2
2026-07-14 12:01:38,server1,sshd,1265,pam_unix(sshd:session): session opened for user alice by (uid=0),Jul 14 12:01:38 server1 sshd[1265]: pam_unix(sshd:session): session opened for user alice by (uid=0),alice,,pam_unix(sshd:session): session opened for user alice by (uid=<NUM>)
2026-07-14 12:48:00,server1,sshd,2572,Failed password for dave from 10.0.3.71 port 51674 ssh2,Jul 14 12:48:00 server1 sshd[2572]: Failed password for dave from 10.0.3.71 port 51674 ssh2,dave,10.0.3.71,Failed password for dave from <IP> port <PORT> ssh2
2026-07-14 12:59:28,server1,sshd,2322,Accepted password for alice from 10.0.0.169 port 54201 ssh2,Jul 14 12:59:28 server1 sshd[2322]: Accepted password for alice from 10.0.0.169 port 54201 ssh2,alice,10.0.0.169,Accepted password for alice from <IP> port <PORT> ssh2
2026-07-14 12:59:29,server1,sshd,2322,pam_unix(sshd:session): session opened for user alice by (uid=0),Jul 14 12:59:29 server1 sshd[2322]: pam_unix(sshd:session): session opened for user alice by (uid=0),alice,,pam_unix(sshd:session): session opened for user alice by (uid=<NUM>)
2026-07-14 13:04:16,server1,sshd,1381,pam_unix(sshd:session): session closed for user carol,Jul 14 13:04:16 server1 sshd[1381]: pam_unix(sshd:session): session closed for user carol,carol,,pam_unix(sshd:session): session closed for user carol
2026-07-14 13:12:13,server1,sshd,2200,pam_unix(sshd:session): session closed for user admin,Jul 14 13:12:13 server1 sshd[2200]: pam_unix(sshd:session): session closed for user admin,admin,,pam_unix(sshd:session): session closed for user admin
2026-07-14 13:29:00,server1,CRON,2414,(root) CMD (/usr/local/bin/backup-nightly.sh),Jul 14 13:29:00 server1 CRON[2414]: (root) CMD (/usr/local/bin/backup-nightly.sh),unknown,,(root) CMD (/usr/local/bin/backup-nightly.sh)
2026-07-14 13:31:03,server1,sshd,2904,Accepted password for bob from 10.0.1.250 port 52332 ssh2,Jul 14 13:31:03 server1 sshd[2904]: Accepted password for bob from 10.0.1.250 port 52332 ssh2,bob,10.0.1.250,Accepted password for bob from <IP> port <PORT> ssh2
2026-07-14 13:31:04,server1,sshd,2904,pam_unix(sshd:session): session opened for user bob by (uid=0),Jul 14 13:31:04 server1 sshd[2904]: pam_unix(sshd:session): session opened for user bob by (uid=0),bob,,pam_unix(sshd:session): session opened for user bob by (uid=<NUM>)
2026-07-14 13:35:30,server1,sshd,2533,Accepted password for dave from 10.0.3.16 port 60432 ssh2,Jul 14 13:35:30 server1 sshd[2533]: Accepted password for dave from 10.0.3.16 port 60432 ssh2,dave,10.0.3.16,Accepted password for dave from <IP> port <PORT> ssh2
2026-07-14 13:35:31,server1,sshd,2533,pam_unix(sshd:session): session opened for user dave by (uid=0),Jul 14 13:35:31 server1 sshd[2533]: pam_unix(sshd:session): session opened for user dave by (uid=0),dave,,pam_unix(sshd:session): session opened for user dave by (uid=<NUM>)
2026-07-14 13:37:55,server1,sshd,2743,pam_unix(sshd:session): session closed for user dave,Jul 14 13:37:55 server1 sshd[2743]: pam_unix(sshd:session): session closed for user dave,dave,,pam_unix(sshd:session): session closed for user dave
2026-07-14 13:38:00,server1,systemd,1,Started Session 38 of user admin.,Jul 14 13:38:00 server1 systemd[1]: Started Session 38 of user admin.,admin,,Started Session <NUM> of user admin.
2026-07-14 13:45:50,server1,sshd,2569,Accepted password for bob from 10.0.1.164 port 52527 ssh2,Jul 14 13:45:50 server1 sshd[2569]: Accepted password for bob from 10.0.1.164 port 52527 ssh2,bob,10.0.1.164,Accepted password for bob from <IP> port <PORT> ssh2
2026-07-14 13:45:51,server1,sshd,2569,pam_unix(sshd:session): session opened for user bob by (uid=0),Jul 14 13:45:51 server1 sshd[2569]: pam_unix(sshd:session): session opened for user bob by (uid=0),bob,,pam_unix(sshd:session): session opened for user bob by (uid=<NUM>)
2026-07-14 14:01:13,server1,sshd,2842,pam_unix(sshd:session): session closed for user alice,Jul 14 14:01:13 server1 sshd[2842]: pam_unix(sshd:session): session closed for user alice,alice,,pam_unix(sshd:session): session closed for user alice
2026-07-14 14:04:07,server1,sshd,2077,Accepted password for admin from 10.0.10.216 port 64829 ssh2,Jul 14 14:04:07 server1 sshd[2077]: Accepted password for admin from 10.0.10.216 port 64829 ssh2,admin,10.0.10.216,Accepted password for admin from <IP> port <PORT> ssh2
2026-07-14 14:04:08,server1,sshd,2077,pam_unix(sshd:session): session opened for user admin by (uid=0),Jul 14 14:04:08 server1 sshd[2077]: pam_unix(sshd:session): session opened for user admin by (uid=0),admin,,pam_unix(sshd:session): session opened for user admin by (uid=<NUM>)
2026-07-14 14:04:41,server1,sshd,2939,pam_unix(sshd:session): session closed for user alice,Jul 14 14:04:41 server1 sshd[2939]: pam_unix(sshd:session): session closed for user alice,alice,,pam_unix(sshd:session): session closed for user alice
2026-07-14 14:07:00,server1,sshd,1779,Failed password for carol from 10.0.2.26 port 53846 ssh2,Jul 14 14:07:00 server1 sshd[1779]: Failed password for carol from 10.0.2.26 port 53846 ssh2,carol,10.0.2.26,Failed password for carol from <IP> port <PORT> ssh2
2026-07-14 14:11:00,server1,CRON,1482,(root) CMD (run-parts /etc/cron.hourly),Jul 14 14:11:00 server1 CRON[1482]: (root) CMD (run-parts /etc/cron.hourly),unknown,,(root) CMD (run-parts /etc/cron.hourly)
2026-07-14 14:29:13,server1,sshd,2210,Accepted password for dave from 10.0.3.89 port 59939 ssh2,Jul 14 14:29:13 server1 sshd[2210]: Accepted password for dave from 10.0.3.89 port 59939 ssh2,dave,10.0.3.89,Accepted password for dave from <IP> port <PORT> ssh2
2026-07-14 14:29:14,server1,sshd,2210,pam_unix(sshd:session): session opened for user dave by (uid=0),Jul 14 14:29:14 server1 sshd[2210]: pam_unix(sshd:session): session opened for user dave by (uid=0),dave,,pam_unix(sshd:session): session opened for user dave by (uid=<NUM>)
2026-07-14 14:50:50,server1,sshd,2569,pam_unix(sshd:session): session closed for user bob,Jul 14 14:50:50 server1 sshd[2569]: pam_unix(sshd:session): session closed for user bob,bob,,pam_unix(sshd:session): session closed for user bob
2026-07-14 15:01:47,server1,sshd,2630,pam_unix(sshd:session): session closed for user carol,Jul 14 15:01:47 server1 sshd[2630]: pam_unix(sshd:session): session closed for user carol,carol,,pam_unix(sshd:session): session closed for user carol
2026-07-14 15:05:00,server1,systemd,1,Starting Cleanup of Temporary Directories...,Jul 14 15:05:00 server1 systemd[1]: Starting Cleanup of Temporary Directories...,unknown,,Starting Cleanup of Temporary Directories...
2026-07-14 15:24:00,server1,systemd,1,Starting Daily apt upgrade and clean activities...,Jul 14 15:24:00 server1 systemd[1]: Starting Daily apt upgrade and clean activities...,unknown,,Starting Daily apt upgrade and clean activities...
2026-07-14 15:24:26,server1,sshd,2693,Accepted password for bob from 10.0.1.154 port 52258 ssh2,Jul 14 15:24:26 server1 sshd[2693]: Accepted password for bob from 10.0.1.154 port 52258 ssh2,bob,10.0.1.154,Accepted password for bob from <IP> port <PORT> ssh2
2026-07-14 15:24:27,server1,sshd,2693,pam_unix(sshd:session): session opened for user bob by (uid=0),Jul 14 15:24:27 server1 sshd[2693]: pam_unix(sshd:session): session opened for user bob by (uid=0),bob,,pam_unix(sshd:session): session opened for user bob by (uid=<NUM>)
2026-07-14 15:33:50,server1,sshd,2854,Accepted password for carol from 10.0.2.212 port 61809 ssh2,Jul 14 15:33:50 server1 sshd[2854]: Accepted password for carol from 10.0.2.212 port 61809 ssh2,carol,10.0.2.212,Accepted password for carol from <IP> port <PORT> ssh2
2026-07-14 15:33:51,server1,sshd,2854,pam_unix(sshd:session): session opened for user carol by (uid=0),Jul 14 15:33:51 server1 sshd[2854]: pam_unix(sshd:session): session opened for user carol by (uid=0),carol,,pam_unix(sshd:session): session opened for user carol by (uid=<NUM>)
2026-07-14 15:35:32,server1,sshd,2573,Accepted password for dave from 10.0.3.106 port 51692 ssh2,Jul 14 15:35:32 server1 sshd[2573]: Accepted password for dave from 10.0.3.106 port 51692 ssh2,dave,10.0.3.106,Accepted password for dave from <IP> port <PORT> ssh2
2026-07-14 15:35:33,server1,sshd,2573,pam_unix(sshd:session): session opened for user dave by (uid=0),Jul 14 15:35:33 server1 sshd[2573]: pam_unix(sshd:session): session opened for user dave by (uid=0),dave,,pam_unix(sshd:session): session opened for user dave by (uid=<NUM>)
2026-07-14 15:44:07,server1,sshd,2077,pam_unix(sshd:session): session closed for user admin,Jul 14 15:44:07 server1 sshd[2077]: pam_unix(sshd:session): session closed for user admin,admin,,pam_unix(sshd:session): session closed for user admin
2026-07-14 16:20:00,server1,sshd,1388,Failed password for carol from 10.0.2.171 port 63893 ssh2,Jul 14 16:20:00 server1 sshd[1388]: Failed password for carol from 10.0.2.171 port 63893 ssh2,carol,10.0.2.171,Failed password for carol from <IP> port <PORT> ssh2
2026-07-14 16:28:03,server1,sshd,2904,pam_unix(sshd:session): session closed for user bob,Jul 14 16:28:03 server1 sshd[2904]: pam_unix(sshd:session): session closed for user bob,bob,,pam_unix(sshd:session): session closed for user bob
